name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Pedro Sánchez,P. Sánchez,cl,20,180,55,Delantero,110000.0,1000.0,Diestro,3,46,52,48,58,55,64,64,42,50,48,61,42,347,fifa19
Kasper Høgh,K. Høgh,dk,17,178,55,Delantero,160000.0,2000.0,Diestro,3,56,73,30,39,48,65,61,50,47,50,48,16,514,fifa19
Nebiyou Perry,N. Perry,se,18,175,55,Centrocampista,130000.0,500,Diestro,3,37,43,55,58,59,74,68,50,35,38,74,18,597,fifa19
Alistair Smith,A. Smith,gq,19,187,55,Centrocampista,170000.0,2000.0,Diestro,3,41,60,57,59,54,77,75,50,50,68,122,35,562,fifa19
John Roberts,J. Roberts,au,17,170,55,Delantero,160000.0,1000.0,Diestro,4,53,64,31,42,51,86,83,54,48,57,62,13,450,fifa19
Dylan Wenzel-Halls,D. Wenzel-Halls,au,20,173,55,Delantero,180000.0,1000.0,Diestro,2,56,60,35,50,47,82,78,53,48,61,55,16,343,fifa19
Oliver Petersen,O. Petersen,no,16,189,55,Portero,130000.0,500,Diestro,3,11,44,20,26,5,33,26,18,9,24,33,8,274,fifa19
Diego Arias,D. Arias,cl,18,184,55,Delantero,140000.0,500,Diestro,3,61,66,36,46,48,64,65,52,48,54,77,18,498,fifa19
Zhiyu Yan,Yan Zhiyu,cn,25,170,55,Defensa,80000.0,2000.0,Zurdo,2,38,87,27,32,47,60,84,29,29,58,185,47,182,fifa19
Togo Umeda,T. Umeda,jp,17,184,55,Portero,130000.0,500,Diestro,2,16,55,27,31,6,28,31,18,5,18,29,13,334,fifa19
Sam Junqua,S. Junqua,us,21,183,55,Defensa,120000.0,1000.0,Zurdo,3,44,58,41,47,59,56,66,22,20,54,162,55,272,fifa19
Filip Møller Delaveris,F. Delaveris,no,17,175,55,Delantero,160000.0,500,Diestro,3,51,68,33,50,56,68,65,44,48,60,49,13,552,fifa19
Mohammad Fuad Al Thani,M. Al Thani,sa,21,174,55,Centrocampista,130000.0,3000.0,Diestro,3,30,49,46,51,56,72,70,45,41,52,69,21,438,fifa19
Birkan Kirdar,B. Kirdar,au,16,168,55,Centrocampista,170000.0,500,Diestro,3,33,51,55,59,55,75,74,50,32,45,97,16,149,fifa19
Mikkel Kaufmann,M. Kaufmann,dk,17,190,55,Delantero,160000.0,2000.0,Diestro,3,56,65,36,42,47,64,66,60,50,60,40,10,418,fifa19
Matt Bower,M. Bower,gb-eng,19,198,55,Defensa,120000.0,1000.0,Zurdo,2,58,72,20,30,26,50,53,43,17,61,160,53,622,fifa19
Andy Fisher,A. Fisher,gb-eng,20,189,55,Portero,100000.0,3000.0,Diestro,3,13,42,28,35,13,36,31,26,5,29,51,9,325,fifa19
Cam Lindley,C. Lindley,us,20,175,55,Centrocampista,140000.0,1000.0,Diestro,3,45,61,60,65,49,59,57,52,35,51,104,45,107,fifa19
Daiju Sasaki,D. Sasaki,jp,18,180,55,Centrocampista,130000.0,1000.0,Diestro,3,53,53,50,58,58,63,63,55,40,58,117,41,56,fifa19
Torbjørn Heggem,T. Heggem,no,19,185,55,Defensa,110000.0,500,Diestro,3,51,73,24,30,29,62,64,41,25,55,171,54,583,fifa19
Danijel Nizic,D. Nizic,au,23,195,55,Portero,70000.0,1000.0,Zurdo,2,30,50,36,37,13,32,33,18,14,28,45,11,450,fifa19
Leverton Pierre,L. Pierre,ht,20,181,55,Delantero,160000.0,1000.0,Diestro,3,60,65,35,41,50,62,64,48,52,52,41,13,341,fifa19
Christopher McVey,C. McVey,se,21,184,55,Defensa,100000.0,1000.0,Diestro,3,46,62,60,61,50,66,63,38,42,64,151,46,533,fifa19
Benrandy Abdallah,B. Abdallah,fr,19,176,55,Defensa,110000.0,1000.0,Diestro,2,28,42,48,52,53,72,62,26,26,47,166,53,473,fifa19
Ju Sung Kim,Kim Ju Sung,kr,17,186,55,Defensa,140000.0,500,Zurdo,3,54,67,46,47,42,61,60,37,24,57,170,56,403,fifa19
Cristian Arco Cabello,Cristian Arco,es,23,183,55,Portero,80000.0,1000.0,Diestro,3,15,56,17,27,17,46,46,20,11,36,48,17,238,fifa19
Giacomo Satalino,G. Satalino,it,19,188,55,Portero,140000.0,2000.0,Diestro,2,11,48,22,28,7,24,16,19,5,19,29,13,73,fifa19
Antonio Diaz,A. Diaz,cl,18,172,55,Delantero,160000.0,1000.0,Zurdo,3,49,62,42,55,50,59,65,70,62,51,149,39,483,fifa19
Shaun Kelly,S. Kelly,ie,28,180,55,Defensa,60000.0,500,Diestro,2,49,51,50,48,49,54,56,47,46,62,158,54,649,fifa19
Freyn Figueroa,F. Figueroa,ve,20,177,55,Centrocampista,150000.0,500,Diestro,2,37,54,48,54,56,73,72,52,45,36,121,28,520,fifa19
John McAtee,J. McAtee,gb-eng,18,180,55,Delantero,170000.0,1000.0,Diestro,3,46,64,51,52,59,74,69,54,48,53,85,23,602,fifa19
Moataz Akjah,M. Akjah,sa,20,178,55,Portero,120000.0,2000.0,Diestro,3,22,61,20,27,11,32,35,27,14,24,40,11,185,fifa19
Ryan Sandford,R. Sandford,gb-eng,19,188,55,Portero,120000.0,500,Diestro,2,13,41,26,25,21,34,37,23,18,21,40,11,408,fifa19
Regan Slater,R. Slater,gb-eng,18,173,55,Centrocampista,130000.0,1000.0,Diestro,3,51,53,58,61,48,66,65,63,58,74,152,44,623,fifa19
Ibrahim Sadiq,I. Sadiq,gh,18,175,55,Delantero,160000.0,2000.0,Diestro,2,40,67,42,47,57,83,85,51,41,49,100,23,478,fifa19
Abdulaziz Al Shehry,A. Al Shehry,sa,22,184,55,Portero,80000.0,2000.0,Diestro,2,12,68,20,21,12,29,33,25,10,26,37,13,369,fifa19
Tobias Stirl,T. Stirl,de,18,188,55,Portero,110000.0,1000.0,Diestro,3,14,37,18,20,14,25,26,23,8,26,31,10,57,fifa19
Carlos Herrera,C. Herrera,cl,17,169,55,Centrocampista,170000.0,500,Zurdo,3,39,56,58,63,58,57,58,54,42,41,118,25,513,fifa19
Patrice Kabuya,P. Kabuya,de,18,178,55,Centrocampista,130000.0,2000.0,Diestro,2,19,44,50,52,60,68,68,55,44,49,69,23,57,fifa19
August Mikkelsen,A. Mikkelsen,no,17,164,55,Centrocampista,160000.0,500,Diestro,2,30,30,47,50,57,76,72,50,41,55,93,21,555,fifa19
Eoin Wearen,E. Wearen,ie,25,185,55,Centrocampista,80000.0,500,Diestro,3,54,57,55,58,55,54,55,57,56,62,151,50,649,fifa19
Juan Silgado,J. Silgado,co,19,171,55,Defensa,100000.0,500,Zurdo,3,38,60,48,54,53,69,67,50,38,69,149,50,490,fifa19
Ho In Lee,Lee Ho In,kr,22,185,55,Defensa,100000.0,1000.0,Diestro,2,58,68,24,47,20,63,66,32,15,57,154,51,509,fifa19
Adel Bouterbiat,A. Bouterbiat,dz,18,184,55,Delantero,130000.0,2000.0,Diestro,2,51,67,41,42,69,69,72,53,47,47,61,10,349,fifa19
Víctor Arzayus,V. Arzayus,co,26,187,55,Delantero,100000.0,500,Diestro,2,62,62,38,46,48,44,48,51,54,46,39,13,625,fifa19
Yushi Yamaya,Y. Yamaya,jp,18,176,55,Delantero,130000.0,1000.0,Zurdo,3,52,69,41,56,64,71,68,45,51,54,50,16,366,fifa19
Aubin Long,A. Long,fr,21,185,55,Portero,110000.0,1000.0,Diestro,3,13,56,26,23,8,22,18,21,8,19,37,14,454,fifa19
Magnus Kaastrup,M. Kaastrup,dk,17,176,55,Centrocampista,160000.0,1000.0,Zurdo,4,26,82,42,50,55,71,76,44,32,71,70,14,554,fifa19
Geovan Montes,G. Montes,co,22,176,55,Defensa,110000.0,500,Diestro,3,49,58,49,50,49,67,68,49,35,63,163,49,520,fifa19
James Sinclair,J. Sinclair,gb-eng,30,175,55,Defensa,60000.0,2000.0,Diestro,3,37,62,44,48,50,71,67,60,52,69,152,50,638,fifa19
Jan Łoś,J. Łoś,pl,17,175,55,Delantero,160000.0,1000.0,Diestro,3,61,64,32,45,42,64,65,51,43,67,84,23,412,fifa19
Liuyu Duan,Duan Liuyu,cn,19,176,55,Centrocampista,130000.0,2000.0,Diestro,3,48,63,42,55,56,76,75,49,48,55,55,24,190,fifa19
Byron Nieto,B. Nieto,cl,20,176,55,Centrocampista,130000.0,1000.0,Diestro,2,42,54,49,56,54,75,78,55,38,39,155,52,269,fifa19
Trey Muse,T. Muse,us,18,193,55,Portero,130000.0,500,Diestro,1,8,31,18,20,12,31,38,21,13,38,38,26,146,fifa19
Taiyo Hama,T. Hama,jp,20,182,55,Defensa,100000.0,500,Diestro,2,41,61,24,36,25,44,61,37,22,68,171,55,421,fifa19
Brian Maher,B. Maher,ie,17,185,55,Portero,110000.0,500,Diestro,3,7,58,35,38,24,50,47,29,12,37,42,15,644,fifa19
Naif Almas,N. Almas,sa,18,180,55,Defensa,150000.0,2000.0,Diestro,3,51,72,32,38,28,59,64,37,25,59,156,50,68,fifa19
Abdulaziz Haroon,A. Haroon,sa,19,178,55,Defensa,110000.0,2000.0,Diestro,2,44,67,29,33,45,62,75,26,29,64,161,60,155,fifa19
Sang Hoon Ma,Ma Sang Hoon,kr,26,183,55,Defensa,80000.0,1000.0,Diestro,2,54,73,25,35,29,43,53,37,23,59,169,52,522,fifa19
Kenshin Yoshimaru,K. Yoshimaru,jp,22,184,55,Portero,80000.0,1000.0,Diestro,2,5,62,26,34,9,17,20,20,4,34,29,5,56,fifa19
Nick van den Dam,N. van den Dam,nl,19,195,55,Portero,140000.0,500,Diestro,3,12,37,15,27,10,20,17,18,6,16,28,10,537,fifa19
Andre Reynolds II,A. Reynolds II,us,17,175,55,Defensa,140000.0,500,Diestro,2,45,57,51,53,52,70,69,27,30,60,153,53,82,fifa19
Mounaim El Idrissy,M. El Idrissy,fr,19,181,55,Delantero,170000.0,1000.0,Diestro,3,60,62,45,51,46,59,55,54,51,53,53,14,485,fifa19
Cy Goddard,C. Goddard,jp,21,178,55,Centrocampista,120000.0,1000.0,Zurdo,4,45,47,53,56,59,68,62,58,46,61,89,27,266,fifa19
Andy Firth,A. Firth,gb-eng,21,185,55,Portero,90000.0,4000.0,Diestro,3,11,62,24,18,11,17,16,20,5,25,28,7,205,fifa19
Luis Gamíz,L. Gamíz,mx,18,172,55,Centrocampista,150000.0,2000.0,Diestro,3,59,55,55,58,60,48,51,52,35,44,160,55,273,fifa19
Takuya Uchida,T. Uchida,jp,20,177,55,Centrocampista,120000.0,2000.0,Diestro,3,41,66,47,59,57,64,62,48,33,68,151,40,288,fifa19
Chris Goslin,C. Goslin,us,18,170,55,Centrocampista,160000.0,1000.0,Diestro,3,38,52,56,63,58,62,59,59,52,41,131,39,79,fifa19
Anderson Machado,A. Machado,co,20,178,55,Centrocampista,160000.0,500,Diestro,2,52,57,54,58,42,64,59,43,28,71,152,49,490,fifa19
Tianyuan Xu,Xu Tianyuan,cn,21,182,55,Centrocampista,140000.0,2000.0,Diestro,3,62,62,28,38,60,66,74,58,55,60,55,14,106,fifa19
Kieron Dawes,K. Dawes,gb-eng,18,176,55,Defensa,150000.0,2000.0,Diestro,2,47,55,25,31,51,77,79,22,27,66,146,47,297,fifa19
Alexandre Ippolito,A. Ippolito,be,19,177,55,Delantero,130000.0,1000.0,Diestro,3,41,74,31,50,59,75,72,54,57,45,50,10,439,fifa19
Alexander Baun,A. Baun,dk,22,193,55,Centrocampista,120000.0,2000.0,Diestro,3,53,45,49,54,54,78,81,59,34,50,97,15,536,fifa19
Błażej Niezgoda,B. Niezgoda,pl,18,197,55,Portero,130000.0,500,Diestro,2,13,30,18,19,6,19,26,26,7,24,42,13,426,fifa19
Phillip Ejimadu,P. Ejimadu,us,18,188,55,Portero,130000.0,500,Diestro,2,11,51,16,14,8,30,32,12,6,20,30,7,50,fifa19
Robbe Quirynen,R. Quirynen,be,16,182,55,Defensa,140000.0,500,Diestro,4,35,74,57,55,55,75,75,25,29,45,160,47,215,fifa19
Gjelbrim Taipi,G. Taipi,al,25,175,55,Centrocampista,100000.0,3000.0,Zurdo,2,32,54,55,61,64,67,74,57,46,48,132,27,184,fifa19
Adem Doğan,A. Doğan,tr,16,180,55,Defensa,140000.0,1000.0,Diestro,2,52,66,30,44,34,54,54,43,20,58,174,55,275,fifa19
Alfie Payne,A. Payne,gb-eng,18,177,55,Centrocampista,160000.0,2000.0,Diestro,3,53,59,59,63,50,67,61,50,34,66,166,45,214,fifa19
Mateo Matic,M. Matic,ch,22,185,55,Portero,100000.0,2000.0,Diestro,2,10,60,16,27,11,30,18,26,9,29,36,10,184,fifa19
Joshua Kayode,J. Kayode,ng,18,191,55,Delantero,170000.0,3000.0,Diestro,3,58,62,20,38,45,67,70,56,35,65,52,22,440,fifa19
Shu Mogi,S. Mogi,jp,19,195,55,Portero,100000.0,500,Diestro,2,14,44,25,34,9,31,30,19,7,23,36,8,414,fifa19
Allan Arigoni,A. Arigoni,ch,19,184,55,Defensa,100000.0,1000.0,Diestro,2,52,56,37,42,49,63,67,33,33,66,161,54,184,fifa19
Cristian Moya,C. Moya,co,20,194,55,Defensa,160000.0,1000.0,Diestro,3,57,69,32,42,20,56,57,36,20,60,168,47,326,fifa19
George Lloyd,G. Lloyd,gb-eng,18,173,55,Delantero,170000.0,2000.0,Diestro,2,36,62,44,47,58,77,76,53,46,64,65,15,622,fifa19
Tom Amos,T. Amos,se,20,196,55,Portero,120000.0,500,Diestro,2,20,30,30,24,22,22,24,20,16,27,45,15,511,fifa19
Jorge García,J. García,mx,16,165,55,Defensa,160000.0,1000.0,Diestro,3,58,72,34,58,45,61,64,48,22,61,182,56,150,fifa19
Dawid Błanik,D. Błanik,pl,21,173,55,Centrocampista,120000.0,1000.0,Diestro,3,53,55,50,55,49,77,75,51,39,69,123,46,505,fifa19
Sebastian Mann,S. Mann,at,21,174,55,Centrocampista,130000.0,1000.0,Diestro,3,55,64,56,61,54,66,67,46,31,54,143,46,595,fifa19
Ryan Graydon,R. Graydon,ie,19,188,55,Centrocampista,110000.0,500,Diestro,2,42,50,52,55,55,63,68,51,51,51,97,22,646,fifa19
Darragh Noone,D. Noone,ie,21,185,55,Centrocampista,120000.0,500,Diestro,3,52,56,53,56,57,52,64,45,39,62,138,45,650,fifa19
Jonas Andersen,J. Andersen,dk,18,189,55,Delantero,130000.0,1000.0,Diestro,2,55,67,42,50,50,62,58,50,46,50,58,18,591,fifa19
Lucas Ribeiro Costa,Lucas Ribeiro,br,19,172,55,Centrocampista,170000.0,1000.0,Zurdo,3,39,42,43,56,63,70,71,69,42,36,73,22,496,fifa19
Kaisei Ishii,K. Ishii,jp,18,174,55,Delantero,170000.0,500,Diestro,3,40,65,46,49,61,63,61,56,48,51,56,21,367,fifa19
Tyrone Duffus,T. Duffus,gb-eng,21,185,55,Centrocampista,120000.0,5000.0,Diestro,2,56,57,63,64,58,50,67,59,41,48,145,32,211,fifa19
Florian Kraft,F. Kraft,de,19,184,55,Portero,120000.0,500,Diestro,2,11,70,15,28,18,34,26,28,7,35,38,10,607,fifa19
Ahmed Bonnah,A. Bonnah,se,18,175,55,Centrocampista,120000.0,500,Diestro,3,41,59,56,59,55,67,65,50,38,70,151,37,639,fifa19
Kota Ogi,K. Ogi,jp,35,185,55,Portero,20000.0,1000.0,Diestro,2,13,60,18,23,13,19,20,19,6,20,35,10,56,fifa19
Ricardo Gutiérrez,R. Gutiérrez,mx,22,181,55,Portero,100000.0,1000.0,Diestro,2,14,62,28,19,6,19,30,23,5,37,31,14,345,fifa19
Faraj Al Ghashayan,F. Al Ghashayan,sa,18,171,55,Centrocampista,160000.0,3000.0,Zurdo,2,38,40,37,47,57,74,71,50,33,45,80,16,68,fifa19
Ronan Jay,R. Jay,fr,17,180,55,Portero,130000.0,500,Diestro,2,11,55,29,27,10,27,27,20,9,23,32,13,473,fifa19
Abel Hidalgo,A. Hidalgo,cl,20,175,55,Defensa,160000.0,500,Diestro,3,56,72,30,35,23,60,51,40,19,59,176,53,540,fifa19
Darren Dennehy,D. Dennehy,ie,29,195,55,Defensa,60000.0,500,Zurdo,3,57,58,35,41,22,30,35,49,23,57,159,52,649,fifa19
Sean Harding,S. Harding,ie,29,178,55,Defensa,60000.0,500,Diestro,2,54,61,50,53,46,53,53,55,32,54,164,53,650,fifa19
Christian Oxlade-Chamberlain,C. Oxlade-Chamberlain,gb-eng,20,187,55,Defensa,140000.0,2000.0,Diestro,3,45,59,54,58,50,75,79,51,46,75,141,48,624,fifa19
Nicky Hunt,N. Hunt,gb-eng,34,185,55,Defensa,25000.0,3000.0,Diestro,2,59,53,42,49,52,39,41,47,41,66,164,60,640,fifa19
Furkan Kadir Durmuş,F. Durmuş,tr,19,181,55,Centrocampista,170000.0,1000.0,Diestro,2,51,60,60,62,56,63,63,52,39,49,172,53,337,fifa19
Haowen Li,Li Haowen,cn,24,183,55,Delantero,110000.0,3000.0,Diestro,3,59,64,29,44,47,51,53,49,55,56,57,16,47,fifa19
Jackichand Singh,J. Singh,in,26,170,55,Delantero,0,0,Diestro,4,40,53,35,50,46,86,82,68,52,66,57,12,,fifa19
Yerko Aguila,Y. Aguila,cl,22,176,55,Defensa,100000.0,500,Zurdo,2,48,58,50,56,45,63,60,43,28,52,178,43,498,fifa19
Alexandre Troffa,A. Troffa,fr,18,178,55,Centrocampista,140000.0,500,Diestro,2,48,57,51,60,53,67,63,51,42,62,161,49,507,fifa19
Lewis Miller,L. Miller,au,17,187,55,Defensa,90000.0,500,Diestro,3,55,70,51,53,43,72,75,40,39,72,154,51,481,fifa19
Roman Birjukov,R. Birjukov,de,19,188,55,Portero,110000.0,500,Diestro,3,15,60,20,23,16,31,21,32,8,25,40,11,544,fifa19
Xiaoxuan Ji,Ji Xiaoxuan,cn,25,181,55,Centrocampista,100000.0,2000.0,Diestro,3,30,58,45,55,54,66,69,56,35,43,89,21,462,fifa19
Nawaf Al Habashi,N. Al Habashi,sa,20,175,55,Centrocampista,130000.0,4000.0,Diestro,3,35,53,51,53,58,75,67,57,45,57,121,25,155,fifa19
Juliusz Letniowski,J. Letniowski,pl,20,183,55,Centrocampista,150000.0,2000.0,Diestro,4,36,53,52,54,59,84,72,57,36,44,44,18,416,fifa19
Hiroto Ishikawa,H. Ishikawa,jp,19,172,55,Centrocampista,120000.0,500,Diestro,3,38,38,53,63,57,60,64,56,64,53,111,21,367,fifa19
Will Jääskeläinen,W. Jääskeläinen,fi,19,183,55,Portero,110000.0,1000.0,Diestro,2,12,58,23,23,12,35,38,21,14,29,37,11,640,fifa19
Emre Selen,E. Selen,tr,23,183,55,Portero,80000.0,2000.0,Diestro,1,14,78,18,29,12,31,38,18,11,30,42,8,280,fifa19
Virgile Piechocki,V. Piechocki,fr,21,185,55,Centrocampista,120000.0,2000.0,Diestro,3,44,54,55,58,55,67,64,47,33,49,123,44,161,fifa19
Alexis Sevestre,A. Sevestre,fr,19,183,55,Portero,120000.0,500,Diestro,2,12,47,20,29,7,23,28,20,8,25,34,13,578,fifa19
Louis Dunne,L. Dunne,ie,19,175,55,Centrocampista,170000.0,2000.0,Zurdo,3,19,32,56,60,54,73,72,46,44,53,117,29,619,fifa19
Goro Kawanami,G. Kawanami,jp,27,192,55,Portero,60000.0,1000.0,Diestro,2,11,36,15,24,11,24,24,23,8,24,35,14,452,fifa19
Daigo Araki,D. Araki,jp,24,178,55,Centrocampista,100000.0,1000.0,Diestro,3,49,76,54,56,55,73,78,65,56,89,159,56,521,fifa19
Tyler Magloire,T. Magloire,gb-eng,19,185,55,Defensa,150000.0,3000.0,Diestro,2,46,75,26,36,34,78,71,37,18,56,169,53,325,fifa19
Joe Grayson,J. Grayson,gb-eng,19,178,55,Defensa,150000.0,1000.0,Zurdo,2,48,55,52,56,47,58,61,43,35,47,158,52,618,fifa19
Shiyuan Yang,Yang Shiyuan,cn,24,173,55,Defensa,90000.0,2000.0,Diestro,3,41,57,30,32,53,69,58,28,31,64,173,51,47,fifa19
Nathan Gartside,N. Gartside,gb-nir,20,182,55,Portero,110000.0,500,Diestro,3,18,60,25,26,13,48,44,19,20,36,46,22,645,fifa19
Yufeng Xiao,Xiao Yufeng,cn,23,185,55,Defensa,90000.0,2000.0,Diestro,3,40,71,26,32,26,60,60,31,15,57,184,53,182,fifa19
Nico Ochojski,N. Ochojski,de,19,182,55,Centrocampista,120000.0,500,Diestro,3,42,72,57,59,44,61,56,48,25,53,163,49,607,fifa19
Vinnie Steels,V. Steels,gb-eng,16,170,55,Centrocampista,140000.0,3000.0,Zurdo,3,32,44,44,50,58,73,69,45,48,53,88,26,102,fifa19
Shuto Watanabe,S. Watanabe,jp,21,168,55,Centrocampista,110000.0,1000.0,Zurdo,2,45,69,58,60,54,64,62,45,39,52,114,45,315,fifa19
Luca Gelzleichter,L. Gelzleichter,de,18,184,55,Delantero,170000.0,2000.0,Diestro,3,50,64,27,55,60,67,42,56,49,33,52,15,338,fifa19
Shumpei Naruse,S. Naruse,jp,17,166,55,Centrocampista,130000.0,1000.0,Diestro,2,48,57,49,56,63,67,68,51,35,59,151,53,315,fifa19
Josip Galić,J. Galić,de,18,185,55,Portero,130000.0,1000.0,Diestro,3,12,58,20,24,8,23,21,24,9,24,35,13,338,fifa19
Toichi Suzuki,T. Suzuki,jp,18,163,55,Centrocampista,160000.0,500,Zurdo,2,44,63,52,51,60,65,62,48,38,60,118,43,546,fifa19
Haruya Fujii,H. Fujii,jp,17,185,55,Defensa,140000.0,500,Diestro,3,52,66,49,56,45,67,65,40,39,59,149,54,315,fifa19
Dinghao Yan,Yan Dinghao,cn,20,180,55,Delantero,150000.0,3000.0,Diestro,3,42,53,53,56,55,72,70,45,38,62,130,39,31,fifa19
Victor Boniface,V. Boniface,ng,18,173,55,Delantero,170000.0,500,Diestro,3,47,67,37,49,58,77,76,55,54,54,44,17,553,fifa19
Tim Prica,T. Prica,se,16,183,55,Delantero,160000.0,500,Zurdo,2,46,65,30,44,51,68,73,53,49,41,47,12,319,fifa19
Magnus Lankhof Dahlby,M. Dahlby,no,18,184,55,Delantero,170000.0,500,Zurdo,2,51,64,38,48,54,71,67,48,51,48,64,12,550,fifa19
Isaac Hutchinson,I. Hutchinson,gb-eng,18,178,55,Centrocampista,140000.0,1000.0,Diestro,2,40,58,53,55,54,72,73,50,45,65,100,28,598,fifa19
Miles Welch-Hayes,M. Welch-Hayes,gb-eng,21,180,55,Defensa,100000.0,1000.0,Diestro,2,51,66,53,46,51,73,75,30,29,65,158,45,641,fifa19
Cameron Gregory,C. Gregory,gb-eng,18,192,55,Portero,130000.0,500,Diestro,3,19,39,22,23,12,38,42,24,16,35,54,15,602,fifa19
Walter Scott,W. Scott,au,18,175,55,Defensa,130000.0,500,Diestro,3,40,65,51,52,46,68,65,25,20,58,168,54,246,fifa19
Nikola Tavares,N. Tavares,hr,19,185,55,Defensa,130000.0,3000.0,Diestro,2,54,73,28,36,26,46,45,43,26,39,171,49,63,fifa19
Rodrigo Yañez,R. Yañez,cl,23,181,55,Portero,80000.0,1000.0,Diestro,2,16,65,25,30,12,30,25,21,7,24,42,11,483,fifa19
Konstantin Maradishvili,K. Maradishvili,ru,18,179,55,Centrocampista,130000.0,500,Diestro,4,50,56,60,60,57,62,69,60,43,56,163,51,64,fifa19
Hampus Finndell,H. Finndell,se,18,177,55,Centrocampista,160000.0,500,Diestro,3,42,69,56,58,62,65,65,45,40,69,159,23,363,fifa19
Emanuel Alarcón,E. Alarcón,ar,25,183,55,Portero,80000.0,2000.0,Diestro,3,11,43,21,24,14,22,30,22,7,26,36,14,470,fifa19
Egy Maulana Vikri,E. Maulana Vikri,id,17,164,55,Centrocampista,160000.0,1000.0,Zurdo,3,40,55,64,67,52,53,61,47,34,44,118,21,365,fifa19
Yihao Zhong,Zhong Yihao,cn,22,178,55,Delantero,110000.0,3000.0,Diestro,2,62,59,45,45,53,73,75,64,56,64,106,36,31,fifa19
William Graham,W. Graham,gb-sct,19,174,55,Delantero,170000.0,1000.0,Diestro,3,56,63,31,44,42,68,65,53,42,64,39,17,451,fifa19
Louis Gray,L. Gray,gb-wls,22,188,55,Portero,90000.0,2000.0,Diestro,3,14,44,21,21,9,33,29,21,5,22,56,7,623,fifa19
Easah Suliman,E. Suliman,gb-eng,20,188,55,Defensa,130000.0,2000.0,Diestro,3,56,62,38,43,37,54,57,42,29,61,164,49,220,fifa19
Kevin Mellado,K. Mellado,cl,19,179,55,Delantero,170000.0,500,Diestro,3,43,64,34,46,56,73,70,44,43,58,57,14,540,fifa19
Dan Ward,D. Ward,gb-eng,20,179,55,Centrocampista,150000.0,5000.0,Diestro,3,46,60,53,62,55,65,68,60,40,53,101,38,257,fifa19
Bali Mumba,B. Mumba,gb-eng,16,167,55,Centrocampista,170000.0,1000.0,Diestro,3,50,62,56,63,52,60,64,52,30,68,165,47,398,fifa19
Jeppe Svenningsen,J. Svenningsen,dk,23,184,55,Defensa,90000.0,2000.0,Diestro,3,48,66,35,41,23,58,54,32,23,62,174,55,586,fifa19
Hamdan Al Ruwaili,H. Al Ruwaili,sa,23,180,55,Defensa,90000.0,3000.0,Diestro,3,50,65,30,46,40,73,68,39,20,57,163,51,189,fifa19
Jason Law,J. Law,gb-eng,19,178,55,Defensa,120000.0,2000.0,Zurdo,3,48,68,43,48,50,77,75,51,50,76,150,52,562,fifa19
Patrick Reading,P. Reading,gb-eng,19,170,55,Defensa,150000.0,3000.0,Zurdo,3,47,71,29,40,48,64,63,55,39,59,168,50,257,fifa19
Rodrigo Gómez,R. Gómez,ar,16,171,55,Centrocampista,170000.0,1000.0,Diestro,3,37,42,44,51,60,66,65,63,42,38,93,20,376,fifa19
Daniel Björkman,D. Björkman,se,25,184,55,Defensa,90000.0,1000.0,Zurdo,3,45,66,32,44,29,64,62,32,24,62,171,54,584,fifa19
Valentin Reitstetter,V. Reitstetter,de,20,187,55,Defensa,140000.0,500,Diestro,3,50,67,37,43,49,61,66,38,23,53,166,50,605,fifa19
Benjamin Ozegovic,B. Ozegovic,at,18,184,55,Portero,100000.0,500,Diestro,3,30,61,20,15,13,36,27,21,9,27,44,14,582,fifa19
Serkan Bakan,S. Bakan,tr,17,171,55,Centrocampista,160000.0,2000.0,Zurdo,3,47,48,49,52,59,63,64,59,48,38,112,18,197,fifa19
Maxime Leverbe,M. Leverbe,fr,21,188,55,Defensa,100000.0,3000.0,Diestro,2,54,66,30,33,35,54,53,42,26,64,169,52,93,fifa19
Camilo Díaz,C. Díaz,co,20,182,55,Centrocampista,110000.0,500,Zurdo,2,49,73,53,51,43,69,67,53,39,78,147,58,469,fifa19
Tyrese Francois,T. Francois,au,17,170,55,Centrocampista,160000.0,4000.0,Zurdo,4,35,48,55,63,57,65,60,48,35,44,131,53,88,fifa19
Omar Al Jadaani,O. Al Jadaani,sa,19,166,55,Centrocampista,130000.0,3000.0,Diestro,3,37,42,45,46,57,73,68,59,42,54,83,17,174,fifa19
Marian Prinz,M. Prinz,de,18,192,55,Portero,130000.0,500,Diestro,3,14,38,19,19,8,21,29,15,9,18,41,11,587,fifa19
Stephen Walker,S. Walker,gb-eng,17,172,55,Delantero,180000.0,2000.0,Diestro,2,59,74,30,42,50,65,63,55,50,54,45,10,589,fifa19
Radhi Al Otaibi,R. Al Otaibi,sa,18,170,55,Defensa,150000.0,2000.0,Diestro,3,42,63,45,50,49,74,70,24,28,56,157,52,185,fifa19
Ken Tajiri,K. Tajiri,jp,25,182,55,Portero,70000.0,2000.0,Diestro,3,13,56,20,15,10,34,32,16,9,45,32,11,147,fifa19
Shunta Awaka,S. Awaka,jp,23,188,55,Portero,80000.0,500,Diestro,2,13,46,24,19,9,31,28,22,8,36,37,10,421,fifa19
