name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Tiécoro Keita,T. Keita,ml,18,181,59,Delantero,350000.0,1000.0,Zurdo,2,34,47,39,47,69,84,86,57,38,43,76,25,284,fifa13
Antonio Palma,A. Palma,it,18,177,59,Centrocampista,275000.0,1000.0,Diestro,3,50,52,61,67,57,55,65,48,42,65,127,54,72,fifa13
Alan Keane,A. Keane,ie,27,178,59,Defensa,110000.0,2000.0,Diestro,3,56,71,39,56,36,63,65,55,49,70,178,58,519,fifa13
Dean Heffernan,D. Heffernan,au,32,186,59,Defensa,40000.0,2000.0,Zurdo,3,56,70,52,61,57,72,73,66,61,58,175,56,427,fifa13
Adama Soumaoro,A. Soumaoro,fr,20,186,59,Defensa,240000.0,2000.0,Diestro,3,52,62,47,43,38,48,55,42,33,49,176,56,36,fifa13
Isaac Kiese Thelin,I. Kiese Thelin,se,20,189,59,Delantero,230000.0,2000.0,Diestro,2,60,61,44,52,53,63,58,61,50,61,59,14,414,fifa13
Danilo Cataldi,D. Cataldi,it,17,180,59,Centrocampista,350000.0,1000.0,Diestro,4,36,63,68,72,66,68,64,51,60,53,146,25,19,fifa13
Dennis Erdmann,D. Erdmann,de,21,188,59,Defensa,240000.0,3000.0,Diestro,3,63,70,36,40,32,55,55,50,23,55,177,55,20,fifa13
Tom Newey,T. Newey,gb-eng,29,180,59,Defensa,70000.0,2000.0,Zurdo,3,61,72,34,45,37,62,64,32,19,67,184,55,437,fifa13
Hamza Bencherif,H. Bencherif,dz,24,191,59,Centrocampista,110000.0,2000.0,Diestro,3,58,80,54,63,44,54,60,67,60,73,170,50,455,fifa13
Leandro Montagud Balaguer,Leandro,es,23,186,59,Portero,170000.0,1000.0,Zurdo,2,18,56,12,10,16,46,54,20,14,55,35,16,299,fifa13
Robin Strömberg,R. Strömberg,se,20,184,59,Delantero,170000.0,2000.0,Diestro,3,27,60,53,50,53,64,56,74,60,67,45,20,501,fifa13
Brad McDonald,B. McDonald,au,22,171,59,Defensa,180000.0,2000.0,Zurdo,2,45,71,48,50,60,77,81,50,47,72,179,59,373,fifa13
Boris Hüttenbrenner,B. Hüttenbrenner,at,26,189,59,Centrocampista,110000.0,2000.0,Diestro,3,61,58,57,58,55,65,62,56,54,76,164,57,419,fifa13
Simon Hedlund,S. Hedlund,se,19,175,59,Centrocampista,210000.0,2000.0,Diestro,3,40,36,55,62,64,87,90,65,47,56,78,19,188,fifa13
Jakob Ahlmann Nielsen,J. Ahlmann Nielsen,dk,21,179,59,Defensa,220000.0,2000.0,Zurdo,3,55,58,55,58,52,65,67,51,46,55,181,59,333,fifa13
Anthony Pereira,A. Pereira,in,30,172,59,Centrocampista,0,0,Diestro,4,26,44,39,49,66,81,77,51,54,60,53,21,,fifa13
Maciej Krakowiak,M. Krakowiak,pl,19,188,59,Portero,130000.0,2000.0,Zurdo,3,19,51,20,26,15,42,44,20,14,55,43,18,439,fifa13
Daniel Murray,D. Murray,gb-eng,30,192,59,Defensa,60000.0,2000.0,Diestro,3,56,71,59,49,14,45,46,57,46,54,170,56,516,fifa13
Nicky Featherstone,N. Featherstone,gb-eng,23,170,59,Centrocampista,200000.0,2000.0,Diestro,3,55,59,56,69,62,74,76,63,59,71,124,45,430,fifa13
Jake Gleeson,J. Gleeson,nz,22,191,59,Portero,190000.0,1000.0,Diestro,2,18,65,32,32,9,47,52,25,19,28,29,22,139,fifa13
Haris Skenderovic,H. Skenderovic,ba,30,187,59,Defensa,60000.0,2000.0,Diestro,3,58,74,50,45,39,45,33,66,30,48,155,58,460,fifa13
Markus Grössinger,M. Grössinger,at,22,175,59,Centrocampista,220000.0,2000.0,Diestro,3,35,61,51,44,67,83,78,73,69,47,89,24,369,fifa13
Paulo Victor de Menezes Melo,Paulo Victor,br,19,177,59,Delantero,240000.0,3000.0,Diestro,2,54,52,43,57,69,74,72,65,61,60,56,19,62,fifa13
Rafał Janicki,R. Janicki,pl,19,188,59,Defensa,170000.0,2000.0,Diestro,3,55,64,53,54,47,60,54,53,32,58,178,54,438,fifa13
Malvind Benning,M. Benning,gb-eng,18,178,59,Defensa,190000.0,500,Zurdo,2,50,69,47,57,59,73,74,55,36,74,176,53,430,fifa13
John McGrath,J. McGrath,ie,32,178,59,Centrocampista,60000.0,0,Zurdo,3,49,73,62,67,51,74,68,63,41,57,167,53,523,fifa13
Deniz Kadah,D. Kadah,tr,26,186,59,Delantero,180000.0,2000.0,Diestro,4,58,64,37,56,59,67,65,54,49,53,38,22,82,fifa13
Ademar Rodríguez,A. Rodríguez,mx,22,175,59,Centrocampista,230000.0,3000.0,Diestro,3,48,63,57,59,50,66,69,66,51,70,193,64,144,fifa13
Kayode Odejayi,K. Odejayi,ng,30,188,59,Delantero,90000.0,500,Diestro,3,69,71,26,61,63,65,81,68,45,66,58,23,499,fifa13
Joe Walsh,J. Walsh,gb-wls,20,180,59,Defensa,220000.0,1000.0,Zurdo,3,55,61,59,55,59,65,62,50,31,72,181,57,488,fifa13
Tommy Naurin,T. Naurin,se,28,188,59,Portero,40000.0,2000.0,Diestro,3,19,62,30,15,12,35,35,45,13,51,33,23,478,fifa13
Kaan Ayhan,K. Ayhan,de,17,184,59,Defensa,325000.0,2000.0,Diestro,3,56,68,55,61,52,63,64,62,41,65,178,52,20,fifa13
Ricardo José Araújo Ferreira,Ricardo Ferreira,pt,19,190,59,Defensa,210000.0,2000.0,Diestro,2,60,64,36,42,30,55,61,36,18,51,182,53,316,fifa13
Radosław Wiśniewski,R. Wiśniewski,pl,19,172,59,Centrocampista,200000.0,2000.0,Diestro,3,54,70,43,63,62,77,73,54,30,34,93,28,461,fifa13
Thomas Huijben,T. Huijben,nl,19,180,59,Defensa,250000.0,2000.0,Diestro,3,59,70,53,57,38,56,61,40,33,55,182,57,149,fifa13
Kévin Crepel,K. Crepel,fr,19,196,59,Portero,130000.0,2000.0,Diestro,2,13,52,22,31,12,45,42,22,17,53,45,23,173,fifa13
Lewis Toshney,L. Toshney,gb-sct,20,191,59,Defensa,200000.0,2000.0,Diestro,3,63,58,42,36,58,66,59,40,21,59,179,57,354,fifa13
Samba Sow,S. Sow,ml,23,185,59,Centrocampista,220000.0,2000.0,Diestro,3,44,69,55,63,53,72,77,53,25,81,176,72,386,fifa13
Justin Richards,J. Richards,gb-eng,31,183,59,Delantero,80000.0,500,Diestro,3,60,72,37,50,56,54,66,68,61,68,79,23,502,fifa13
Reyaad Pieterse,R. Pieterse,za,20,192,59,Portero,170000.0,3000.0,Diestro,2,14,58,23,31,14,43,44,19,13,50,35,22,123,fifa13
Paulo Francisco,P. Francisco,nl,19,178,59,Defensa,230000.0,2000.0,Diestro,3,51,72,44,61,59,88,83,52,44,76,176,51,294,fifa13
Ramon Machado De Macedo,Ramon Machado,br,21,180,59,Delantero,170000.0,2000.0,Diestro,3,54,66,31,49,61,67,69,61,47,47,48,16,412,fifa13
Steven Moreira,S. Moreira,fr,17,176,59,Defensa,210000.0,2000.0,Diestro,2,44,58,47,55,58,72,73,41,27,67,183,55,89,fifa13
Azat Bayriev,A. Bayriev,ru,23,184,59,Defensa,200000.0,2000.0,Zurdo,3,61,52,60,65,56,61,68,58,56,63,177,48,221,fifa13
Alexander Domin Christovao M'Futila,Christovao,ao,19,186,59,Delantero,220000.0,2000.0,Diestro,3,56,34,31,44,60,74,64,58,55,46,51,19,294,fifa13
Luca Dürholtz,L. Dürholtz,de,18,176,59,Centrocampista,220000.0,2000.0,Zurdo,4,31,54,52,63,63,66,54,51,41,49,113,49,40,fifa13
José María Jiménez Pérez,Chema,es,32,187,59,Portero,45000.0,2000.0,Diestro,3,21,60,32,31,19,46,48,42,11,32,35,23,466,fifa13
Niels Vandenbroucke,N. Vandenbroucke,be,21,176,59,Defensa,140000.0,2000.0,Zurdo,3,50,62,54,55,47,69,65,47,42,59,186,54,182,fifa13
Markus Scholz,M. Scholz,de,24,196,59,Portero,160000.0,2000.0,Diestro,2,10,62,29,23,11,24,34,17,9,36,51,21,350,fifa13
Adrián Formigo Pérez,Adrián Formigo,es,19,180,59,Defensa,210000.0,2000.0,Zurdo,3,54,82,28,41,37,71,73,62,25,67,183,54,363,fifa13
Jorge Sáez Carrillo,Jorge Sáez,es,22,165,59,Centrocampista,240000.0,2000.0,Zurdo,3,36,53,59,68,57,64,66,38,49,62,125,38,114,fifa13
Mirko Salvi,M. Salvi,ch,18,188,59,Portero,150000.0,2000.0,Diestro,3,9,53,35,38,12,44,35,48,17,38,33,15,138,fifa13
Mounir Bouziane,M. Bouziane,fr,21,182,59,Delantero,250000.0,2000.0,Zurdo,3,52,59,35,54,56,72,68,60,48,55,60,17,97,fifa13
Gavin Tomlin,G. Tomlin,gb-eng,29,178,59,Delantero,100000.0,500,Diestro,3,48,66,36,42,69,80,78,64,50,69,60,30,471,fifa13
Georgy Zhukov,G. Zhukov,be,17,172,59,Centrocampista,240000.0,2000.0,Diestro,3,48,71,58,61,63,74,68,50,51,53,121,47,352,fifa13
Will Keane,W. Keane,gb-eng,19,187,59,Delantero,375000.0,2000.0,Diestro,3,56,59,42,61,60,68,67,60,56,53,72,38,5,fifa13
Seung Yeob Han,Han Seung Yeob,kr,21,188,59,Delantero,210000.0,2000.0,Diestro,3,69,63,26,42,43,63,65,62,62,60,64,18,429,fifa13
Kevin Deery,K. Deery,ie,27,181,59,Centrocampista,130000.0,2000.0,Diestro,3,56,70,57,62,57,55,54,62,57,71,167,54,520,fifa13
Jung Rae Lee,Lee Jung Rae,kr,32,185,59,Portero,50000.0,500,Diestro,2,7,60,35,35,10,38,51,33,15,44,39,24,486,fifa13
Janko Pacar,J. Pacar,ch,21,181,59,Delantero,230000.0,2000.0,Diestro,3,63,70,45,55,59,64,70,66,50,69,92,23,207,fifa13
Gregor Robertson,G. Robertson,gb-sct,28,183,59,Defensa,70000.0,500,Zurdo,3,55,56,49,53,54,61,63,24,28,73,180,57,495,fifa13
Azbe Jug,A. Jug,si,20,191,59,Portero,250000.0,2000.0,Diestro,3,18,53,34,32,18,52,51,26,14,52,44,21,55,fifa13
Sun Yong Park,Park Sun Yong,kr,23,175,59,Defensa,120000.0,2000.0,Diestro,3,62,62,55,62,57,66,67,21,39,64,176,51,372,fifa13
Hyeon Chul Jeon,Jeon Hyeon Chul,kr,21,174,59,Delantero,230000.0,2000.0,Diestro,3,54,59,53,61,58,73,77,54,60,57,49,51,372,fifa13
Wanderson Maciel Sousa Campos,Wanderson,br,17,175,59,Delantero,240000.0,2000.0,Diestro,4,30,68,51,54,69,67,63,45,51,34,50,19,352,fifa13
Mickaël Le Bihan,M. Le Bihan,fr,22,184,59,Centrocampista,220000.0,2000.0,Diestro,3,52,72,56,57,58,64,73,49,20,70,175,55,441,fifa13
Eduard Campabadal Claros,Campabadal,es,19,177,59,Defensa,230000.0,2000.0,Diestro,3,56,79,30,42,34,74,73,22,20,64,175,63,90,fifa13
Samuel Castillejo Azuaga,Samu Castillejo,es,17,179,59,Centrocampista,350000.0,1000.0,Zurdo,2,42,43,49,54,63,68,67,51,35,53,73,28,26,fifa13
Ivan Vicelich,I. Vicelich,nz,35,193,59,Defensa,0,0,Diestro,3,61,66,52,55,50,34,33,54,49,64,164,58,,fifa13
Chris Holroyd,C. Holroyd,gb-eng,25,180,59,Delantero,180000.0,1000.0,Diestro,3,56,70,34,46,63,81,80,54,53,86,77,46,506,fifa13
Mats-André Kaland,M. Kaland,no,23,184,59,Centrocampista,140000.0,1000.0,Diestro,3,57,63,54,58,62,66,67,73,62,64,140,38,408,fifa13
Lloyd James,L. James,gb-wls,24,178,59,Centrocampista,130000.0,2000.0,Diestro,3,48,58,66,68,36,58,60,68,64,64,164,56,382,fifa13
Ole Kittner,O. Kittner,de,24,189,59,Defensa,150000.0,1000.0,Diestro,3,60,60,52,53,42,63,71,57,24,54,177,57,440,fifa13
Kamel Chergui,K. Chergui,fr,19,173,59,Centrocampista,275000.0,2000.0,Zurdo,3,48,52,61,67,61,67,64,53,35,46,149,26,42,fifa13
François Massimi,F. Massimi,fr,18,180,59,Delantero,160000.0,2000.0,Diestro,3,61,67,39,46,51,52,54,59,56,55,49,18,46,fifa13
Ashley Vincent,A. Vincent,gb-eng,27,183,59,Centrocampista,170000.0,2000.0,Diestro,1,56,55,43,54,68,84,83,52,62,64,53,32,483,fifa13
Leandro de Almeida Borges,Leandro,br,27,178,59,Centrocampista,90000.0,2000.0,Diestro,2,54,34,57,56,51,53,54,54,37,52,165,60,378,fifa13
Daniel Sliper,D. Sliper,se,25,177,59,Centrocampista,110000.0,2000.0,Diestro,3,44,58,51,62,56,61,62,51,58,71,115,44,478,fifa13
Scott Bevan,S. Bevan,gb-eng,32,198,59,Portero,35000.0,500,Diestro,1,14,57,10,35,11,27,39,11,10,55,39,21,509,fifa13
Tommy Doherty,T. Doherty,gb-nir,33,173,59,Centrocampista,25000.0,500,Diestro,4,41,50,55,60,51,45,40,40,29,68,163,63,475,fifa13
Mohammad Khojah,M. Khojah,sa,30,188,59,Portero,40000.0,2000.0,Diestro,3,12,52,13,19,14,27,30,14,15,42,44,12,296,fifa13
Niklas Lomb,N. Lomb,de,18,188,59,Portero,130000.0,2000.0,Diestro,3,10,64,31,20,11,36,38,33,10,31,30,16,40,fifa13
Elia Bastianoni,E. Bastianoni,it,21,188,59,Portero,140000.0,1000.0,Diestro,2,13,65,22,30,18,41,41,17,15,33,49,16,332,fifa13
Richard O'Donnell,R. O'Donnell,gb-eng,23,188,59,Portero,120000.0,1000.0,Zurdo,3,10,63,33,25,13,37,39,14,10,32,46,15,487,fifa13
Jon McLaughlin,J. McLaughlin,gb-sct,23,188,59,Portero,70000.0,2000.0,Diestro,3,11,58,35,24,13,55,52,24,16,52,37,15,477,fifa13
Gaëtan Varenne,G. Varenne,fr,22,187,59,Delantero,210000.0,2000.0,Zurdo,3,71,66,28,53,55,53,62,64,52,58,76,19,46,fifa13
Ben Harding,B. Harding,gb-eng,27,178,59,Centrocampista,100000.0,500,Zurdo,4,56,61,60,55,57,66,69,64,58,77,174,60,508,fifa13
Josh Thompson,J. Thompson,gb-eng,21,193,59,Defensa,140000.0,2000.0,Diestro,2,70,69,48,52,46,55,53,30,27,61,167,57,493,fifa13
Mark Cousins,M. Cousins,gb-eng,25,185,59,Portero,80000.0,2000.0,Diestro,2,13,62,14,11,10,56,52,24,12,44,35,22,493,fifa13
Sean Murdoch,S. Murdoch,gb-sct,25,188,59,Portero,50000.0,2000.0,Diestro,1,12,54,27,33,18,41,40,15,13,43,45,21,356,fifa13
Paul Reid,P. Reid,au,32,179,59,Centrocampista,35000.0,2000.0,Diestro,3,34,62,58,64,48,51,55,46,50,55,155,56,322,fifa13
Deniz Aycicek,D. Aycicek,de,22,177,59,Centrocampista,230000.0,2000.0,Diestro,5,52,66,52,58,62,69,55,62,48,52,127,42,82,fifa13
Karl Ouimette,K. Ouimette,ca,20,183,59,Defensa,140000.0,1000.0,Diestro,2,67,71,39,44,33,57,59,49,15,53,176,56,95,fifa13
Mads Toppel,M. Toppel,dk,30,192,59,Portero,50000.0,2000.0,Diestro,3,7,55,12,10,7,30,31,16,6,27,22,21,280,fifa13
Hekuran Kryeziu,H. Kryeziu,ch,19,179,59,Centrocampista,300000.0,2000.0,Zurdo,3,47,67,61,65,59,74,73,62,44,66,126,51,207,fifa13
Jannes Vansteenkiste,J. Vansteenkiste,be,19,176,59,Defensa,190000.0,3000.0,Zurdo,3,46,73,52,58,46,78,72,55,38,61,184,53,147,fifa13
Francisco Jesús Ferrón Ruiz,Francis,es,22,180,59,Delantero,170000.0,2000.0,Diestro,3,66,56,38,49,54,53,53,56,57,50,56,18,277,fifa13
Abdellah Zoubir,A. Zoubir,fr,20,180,59,Centrocampista,250000.0,1000.0,Diestro,4,47,65,53,56,73,69,70,57,53,48,98,28,447,fifa13
Hervin Ongenda,H. Ongenda,fr,17,170,59,Centrocampista,300000.0,2000.0,Diestro,3,41,46,51,57,63,77,71,60,42,49,88,26,4,fifa13
Rory Boulding,R. Boulding,gb-eng,23,185,59,Delantero,190000.0,2000.0,Diestro,3,64,63,48,60,56,72,70,61,49,65,59,27,210,fifa13
Calum Angus,C. Angus,gb-eng,26,183,59,Defensa,90000.0,2000.0,Diestro,2,55,82,42,33,38,49,51,51,23,60,160,69,517,fifa13
Denis Shebanov,D. Shebanov,ru,22,183,59,Portero,170000.0,2000.0,Diestro,2,11,63,33,34,11,46,48,29,15,51,33,22,405,fifa13
Mattias Andersson,M. Andersson,se,30,183,59,Delantero,80000.0,2000.0,Zurdo,3,40,74,42,51,57,77,80,66,61,55,41,25,381,fifa13
Erik Moberg,E. Moberg,se,25,186,59,Defensa,170000.0,2000.0,Diestro,3,68,82,30,33,39,63,65,46,18,69,170,62,463,fifa13
João Pedro Gomes Camacho,Camacho,pt,18,174,59,Delantero,220000.0,2000.0,Diestro,3,42,47,45,48,67,75,76,69,40,42,91,25,214,fifa13
Gabriele Aldegani,G. Aldegani,it,36,195,59,Portero,1000.0,1000.0,Diestro,2,12,58,32,47,11,37,31,58,11,27,75,15,193,fifa13
Lewis Montrose,L. Montrose,gb-eng,23,183,59,Centrocampista,150000.0,1000.0,Diestro,3,62,60,60,59,55,63,64,43,35,70,156,53,502,fifa13
Tisir Al Antaif,T. Al Antaif,sa,38,187,59,Portero,0,1000.0,Diestro,3,12,63,16,11,12,42,48,21,14,36,48,15,452,fifa13
Yong Jae Park,Park Yong Jae,kr,22,185,59,Centrocampista,130000.0,2000.0,Diestro,3,47,61,51,58,61,68,74,44,28,64,159,61,372,fifa13
Abraham Stringel,A. Stringel,mx,24,173,59,Defensa,80000.0,2000.0,Diestro,3,60,64,57,60,62,53,55,49,40,60,177,58,124,fifa13
Mahmut Özen,M. Özen,se,23,180,59,Defensa,100000.0,2000.0,Diestro,2,50,71,52,56,56,74,73,30,31,72,169,63,501,fifa13
Lars-Gunnar Johnsen,L. Johnsen,no,20,178,59,Centrocampista,190000.0,2000.0,Diestro,4,47,56,58,64,55,52,52,50,50,80,156,52,156,fifa13
Gerardo Ruíz,G. Ruíz,mx,26,185,59,Portero,120000.0,2000.0,Diestro,3,14,59,12,22,11,48,42,11,10,42,54,22,243,fifa13
Liam Ridehalgh,L. Ridehalgh,gb-eng,21,178,59,Defensa,220000.0,1000.0,Zurdo,3,40,82,49,60,62,65,74,24,22,74,186,54,499,fifa13
Muhamed Demiri,M. Demiri,mk,26,180,59,Centrocampista,130000.0,2000.0,Zurdo,3,53,50,57,66,61,53,63,66,61,57,147,44,395,fifa13
Édgar Villegas,É. Villegas,mx,17,179,59,Centrocampista,240000.0,0,Zurdo,2,44,55,58,59,61,64,65,63,40,57,160,45,153,fifa13
Brian Barry-Murphy,B. Barry-Murphy,ie,33,185,59,Centrocampista,25000.0,500,Zurdo,3,43,47,59,60,41,58,56,58,51,72,150,62,496,fifa13
Julien Outrebon,J. Outrebon,fr,29,181,59,Defensa,70000.0,2000.0,Diestro,3,61,55,48,56,35,51,54,50,44,58,180,51,151,fifa13
Francesco Stella,F. Stella,au,20,182,59,Centrocampista,230000.0,3000.0,Diestro,2,36,56,54,64,62,68,67,54,32,40,97,26,326,fifa13
David Alexandre Pereira Crespo,David Crespo,pt,18,180,59,Defensa,275000.0,1000.0,Zurdo,3,57,63,54,53,59,66,64,52,53,68,176,59,214,fifa13
Piotr Grzelczak,P. Grzelczak,pl,24,186,59,Delantero,150000.0,2000.0,Diestro,3,68,57,41,41,58,64,54,63,61,74,79,18,433,fifa13
Carlos Galeana,C. Galeana,mx,23,180,59,Defensa,180000.0,3000.0,Zurdo,3,42,47,54,65,66,67,64,45,34,60,183,57,224,fifa13
Sultan Al Nemri,S. Al Nemri,sa,26,180,59,Centrocampista,110000.0,2000.0,Zurdo,2,41,36,44,60,50,75,74,57,54,63,101,34,452,fifa13
Lukas Kübler,L. Kübler,de,19,183,59,Defensa,210000.0,2000.0,Diestro,3,61,71,52,58,55,64,67,54,42,55,193,56,190,fifa13
Tomas Svedkauskas,T. Svedkauskas,lt,18,185,59,Portero,150000.0,2000.0,Diestro,2,12,64,18,24,18,44,44,21,19,34,47,14,17,fifa13
Nam Chun Kim,Kim Nam Chun,kr,23,184,59,Defensa,160000.0,3000.0,Diestro,3,65,75,26,29,24,64,56,36,21,62,183,51,103,fifa13
Aldo Rocha,A. Rocha,mx,19,165,59,Centrocampista,180000.0,1000.0,Diestro,3,45,53,63,63,63,68,71,64,41,41,161,58,324,fifa13
Karl Hawley,K. Hawley,gb-eng,30,174,59,Delantero,90000.0,2000.0,Diestro,3,60,76,41,58,61,66,64,57,50,64,77,30,437,fifa13
Murad Tagilov,M. Tagilov,ru,22,189,59,Defensa,180000.0,2000.0,Diestro,3,55,71,40,45,16,68,64,19,15,63,171,51,228,fifa13
Ugonna Anyora,U. Anyora,ng,21,183,59,Centrocampista,240000.0,1000.0,Diestro,3,65,71,62,63,54,66,68,71,60,77,145,51,432,fifa13
Jung Hun Kang,Kang Jung Hun,kr,24,176,59,Delantero,210000.0,2000.0,Diestro,4,60,44,47,55,55,72,72,45,56,52,71,41,503,fifa13
Eiður Aron Sigurbjörnsson,E. Sigurbjörnsson,is,22,185,59,Defensa,200000.0,2000.0,Diestro,2,52,75,55,48,42,62,54,53,25,71,170,61,482,fifa13
Marco Delgado,M. Delgado,us,17,175,59,Defensa,250000.0,1000.0,Diestro,2,38,53,57,59,59,70,64,61,44,63,182,59,292,fifa13
Anil Koç,A. Koç,be,17,178,59,Centrocampista,275000.0,2000.0,Diestro,4,27,65,50,55,66,74,76,58,50,34,65,26,191,fifa13
Mamadou Camara,M. Camara,fr,24,179,59,Defensa,170000.0,2000.0,Diestro,3,52,91,34,47,35,70,66,33,22,69,161,60,284,fifa13
Oscar García,O. García,mx,18,178,59,Defensa,230000.0,1000.0,Zurdo,3,67,71,49,54,22,49,54,61,35,60,186,49,142,fifa13
Pablo Iñiguez de Heredia,Pablo Iñiguez,es,18,183,59,Centrocampista,220000.0,1000.0,Zurdo,3,59,59,65,69,53,63,60,59,39,52,175,60,85,fifa13
Alexey Kontsedalov,A. Kontsedalov,ru,21,186,59,Defensa,220000.0,2000.0,Diestro,3,49,66,34,35,22,41,28,25,16,47,185,64,281,fifa13
Eddy Silvestre,Eddy,es,19,189,59,Centrocampista,275000.0,2000.0,Diestro,3,45,70,57,59,63,61,71,65,51,71,159,55,383,fifa13
Brent Richards,B. Richards,us,22,178,59,Delantero,230000.0,2000.0,Diestro,4,42,80,32,44,64,79,69,59,50,69,45,30,139,fifa13
Danny Carlton,D. Carlton,gb-eng,28,180,59,Delantero,110000.0,0,Diestro,2,65,60,30,47,52,65,66,67,46,56,60,14,506,fifa13
Kenneth Browne,K. Browne,ie,25,191,59,Defensa,150000.0,2000.0,Zurdo,2,58,32,42,50,34,51,53,49,19,33,178,58,510,fifa13
Aleksey Gasilin,A. Gasilin,ru,16,183,59,Delantero,275000.0,2000.0,Diestro,5,58,68,46,55,53,69,75,53,59,58,51,28,28,fifa13
Curtis Main,C. Main,gb-eng,20,178,59,Delantero,275000.0,2000.0,Diestro,4,51,63,44,48,48,61,59,66,52,47,79,21,234,fifa13
Jong Kook Kim,Kim Jong Kook,kr,22,179,59,Centrocampista,160000.0,2000.0,Diestro,3,60,63,60,64,59,64,65,49,67,62,123,59,232,fifa13
Chang Hoon Kwon,Kwon Chang Hoon,kr,18,174,59,Centrocampista,240000.0,2000.0,Zurdo,3,36,55,54,62,61,59,57,58,51,50,121,51,205,fifa13
Sven Lehmann,S. Lehmann,ch,20,182,59,Delantero,250000.0,2000.0,Zurdo,3,61,59,51,55,61,61,64,60,63,61,91,38,416,fifa13
Robin Buwalda,R. Buwalda,nl,17,188,59,Defensa,210000.0,2000.0,Diestro,3,62,60,61,60,59,67,69,59,36,60,178,61,293,fifa13
Borja Navarro Landáburu,Borja,es,24,179,59,Defensa,110000.0,2000.0,Diestro,3,36,72,56,59,47,74,69,60,33,76,180,59,39,fifa13
Eric Kronberg,E. Kronberg,us,28,195,59,Portero,60000.0,2000.0,Zurdo,2,11,62,32,32,18,47,59,35,14,24,50,24,222,fifa13
Marius Obekop,M. Obekop,cm,17,178,59,Centrocampista,180000.0,2000.0,Zurdo,2,33,75,45,53,74,84,82,71,52,53,75,24,115,fifa13
Scott Davies,S. Davies,gb-eng,25,183,59,Portero,140000.0,1000.0,Diestro,3,17,42,20,14,12,19,25,19,12,21,31,21,504,fifa13
Adrian Basta,A. Basta,pl,23,180,59,Defensa,90000.0,2000.0,Diestro,4,49,64,50,55,42,79,75,32,34,67,180,62,428,fifa13
Pablo Gállego Lardiés,Gállego,es,18,173,59,Centrocampista,220000.0,0,Diestro,3,43,50,45,55,64,75,73,58,46,66,113,30,336,fifa13
Johan Letzelter,J. Letzelter,fr,27,177,59,Defensa,70000.0,2000.0,Diestro,3,42,76,49,58,44,66,69,55,47,63,192,64,480,fifa13
Alvin Arrondel,A. Arrondel,fr,18,179,59,Defensa,275000.0,2000.0,Diestro,2,69,77,33,45,44,72,67,41,25,61,184,56,4,fifa13
Ianis Zicu,I. Zicu,ro,28,178,59,Delantero,110000.0,500,Zurdo,2,51,45,62,74,77,42,52,65,61,55,36,21,503,fifa13
Álvaro Vega Suárez,Álvaro Vega,es,21,182,59,Defensa,200000.0,2000.0,Diestro,3,57,74,53,57,29,64,66,43,20,58,180,65,277,fifa13
Soon Min Hwang,Hwang Soon Min,kr,21,176,59,Centrocampista,210000.0,2000.0,Zurdo,3,55,66,56,62,62,64,74,49,42,58,126,61,429,fifa13
Michel Franken,M. Franken,nl,18,189,59,Portero,150000.0,2000.0,Diestro,3,20,66,30,33,10,45,50,35,10,39,53,25,108,fifa13
Dean Bouzanis,D. Bouzanis,au,21,185,59,Portero,140000.0,2000.0,Diestro,3,12,66,34,31,13,65,62,33,17,48,32,23,435,fifa13
Brice Maubleu,B. Maubleu,fr,22,192,59,Portero,210000.0,1000.0,Diestro,3,12,65,35,36,18,47,40,35,16,40,24,17,404,fifa13
Luis Quintana,L. Quintana,mx,20,178,59,Defensa,200000.0,3000.0,Diestro,3,55,62,46,58,56,55,57,49,43,75,187,55,235,fifa13
Se Gye Sin,Sin Se Gye,kr,21,178,59,Defensa,180000.0,3000.0,Diestro,3,52,60,59,60,55,76,79,59,42,71,164,62,205,fifa13
Youness El Baillal,Y. El Baillal,fr,21,172,59,Centrocampista,230000.0,3000.0,Zurdo,2,46,55,56,61,67,75,77,65,46,44,123,25,4,fifa13
Daniel Niklasson,D. Niklasson,se,31,175,59,Centrocampista,70000.0,2000.0,Diestro,3,57,80,47,58,54,70,74,37,47,77,121,43,501,fifa13
Yuta Baba,Y. Baba,jp,28,176,59,Centrocampista,110000.0,2000.0,Diestro,3,32,56,57,68,62,61,65,51,55,64,104,52,468,fifa13
Makan Traoré,M. Traoré,sn,25,178,59,Defensa,150000.0,2000.0,Zurdo,1,52,61,42,53,52,68,66,35,28,71,192,48,319,fifa13
Darijan Bojanic,D. Bojanic,se,17,182,59,Centrocampista,275000.0,2000.0,Diestro,3,49,66,64,65,64,72,63,62,57,66,134,47,291,fifa13
Lars Grorud,L. Grorud,no,28,189,59,Defensa,110000.0,2000.0,Diestro,3,66,74,34,41,42,50,51,60,40,56,164,54,522,fifa13
Edier Frejd,E. Frejd,se,32,184,59,Defensa,40000.0,500,Diestro,3,67,75,44,52,43,52,51,41,31,65,163,56,498,fifa13
Higinio Bucio,H. Bucio,mx,22,189,59,Portero,170000.0,2000.0,Diestro,2,18,42,12,16,12,45,50,16,20,41,50,15,195,fifa13
